,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
chr2;105522355;105522759,7.7512,7.7512,7.7512,4.8155,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;54066432;54067057,7.7512,7.7512,7.7512,6.3776,7.7512,6.5212,7.7512,7.7512,7.7512,7.7512,6.4928,7.7512,7.7512,7.7512,7.0058,7.7512,7.7512,7.7512,9.2174,7.7512,6.5974,7.7512,7.7512,7.7512,7.7512
chr16;82261886;82262921,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.8093,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr18;26785951;26786181,7.7512,7.7512,7.7512,4.8075,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr12;132648706;132649610,7.7512,7.7512,5.9229,7.7512,7.7512,7.7512,5.3416,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr13;37497899;37510620,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,8.3123,7.7512,5.4871,7.7512,5.8784,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr7;109801572;109813853,5.7919,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.6697,7.7512,7.7512,7.7512,7.262,7.7512,7.7512,7.7512,8.5363,7.7512,7.7512
chr11;127920860;127921067,7.7512,5.6071,7.7512,7.7512,7.7512,5.6041,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;171453733;171456625,7.7512,7.7512,7.7512,8.7786,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,8.7783,7.7512,7.7512,7.7512,10.0717,7.7512,7.7512,7.7512,7.7512,9.3062,7.7512,7.7512
chr6;118717955;118718319,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7704,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr9;123955179;123955192,7.7512,7.7512,7.7512,7.7512,4.7685,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;6011278;6011323,7.7512,4.7677,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;168419120;168419365,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7627,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr16;19934328;19956040,7.7512,7.7512,6.9748,7.7512,7.7512,7.7512,7.7512,7.7512,7.0636,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.8754,7.7512
chr14;84037724;84037763,7.7512,7.7512,5.6507,7.7512,7.7512,7.7512,7.7512,5.5297,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr5;124657812;124658066,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7574,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr15;100002862;100003908,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7536
chr3;25389683;25389743,7.7512,4.7529,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;64637651;64639099,7.7512,7.7512,7.7512,5.0671,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,8.9867,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;25008165;25008917,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7454,7.7512,7.7512
chr18;72677215;72680846,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7406,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr16;56684830;56687958,7.7512,7.7512,7.7512,7.7512,4.7393,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;44737460;44740755,7.7512,7.7512,7.7512,4.7381,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;38899250;38900899,7.7512,7.7512,7.7512,5.5746,7.7512,7.7512,7.7512,5.5736,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr5;46270906;46273400,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.1592,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.6927,9.0226,7.7512,7.7512,7.7512,7.7512,7.7512,8.4501,7.7512,7.7512,7.7512
chr6;4787266;4789931,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7292,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;130472578;130472631,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7281
chr3;42302838;42315187,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7243,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr11;74314244;74315183,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7127,7.7512,7.7512,7.7512
chr6;155597985;155598041,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.7075,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr2;179202465;179214417,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4586,5.6464,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr5;157677296;157678180,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.6995,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr3;16199049;16199672,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.1591,7.7512,7.7512,7.7512,7.7512,7.7512,6.0281,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr19;55771663;55771701,5.5713,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5047,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;108226680;108274557,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.1234,7.7512,7.7512,6.0589,7.7512,7.7512
chr1;72303253;72345465,7.7512,7.7512,8.3831,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.7256,7.7512,9.048,7.7512,7.7512,7.7512,6.7157,7.7512,7.7512,7.7512,6.8778,7.7512,6.6354,7.7512
chr7;26102772;26105793,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.679,7.7512,7.7512,7.7512,7.7512
chr1;60517948;60518110,7.7512,7.7512,7.7512,4.6777,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;46446345;46446360,7.7512,7.7512,7.7512,10.2086,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.7038
chr6;303017;355198,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.6754,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;57610972;57611632,7.7512,7.7512,7.7512,6.3092,6.7685,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.0089,6.4652,7.7512,6.5478,7.7512,7.7512,6.4923,7.7512,7.7512,7.7512,7.7512,6.4316,7.7512
chr11;71838957;71839046,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.0763,7.7512,6.1051,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr12;80446276;80456531,7.7512,5.8059,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.2734,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;75589078;75589169,7.7512,7.7512,7.7512,5.3896,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.6573,7.7512,7.7512,7.7512,7.7512
chr8;111282973;111283031,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,10.8512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chrX;152221181;152223158,7.7512,4.6486,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr5;56355886;56355995,7.7512,7.7512,7.7512,7.7512,7.7512,4.6466,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;19887899;19891497,7.7512,7.7512,4.643,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr22;23988078;23989773,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.6426,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chrX;151125462;151126987,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.9293,7.7512,7.7512,7.7512,7.7512,7.7512,5.5923,9.0285,7.7512,7.7512,7.7512,7.7512,7.7512
chr12;9485313;9575696,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.2437,7.7512,7.7512,6.156,7.7512,7.7512,7.7512,7.7512,6.1941,6.2016,7.7512,7.7512,8.6607,7.7512
chr17;79249578;79250308,7.7512,7.7512,7.7512,4.6257,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;189273964;189278110,7.7512,7.7512,7.7512,7.7512,7.7512,5.367,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.6211,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;21313631;21313902,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.6179,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;108191613;108194874,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.6164,7.7512,7.7512,7.7512,7.7512
chr22;22119549;22120255,5.1763,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.8944,7.0933,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr7;150270897;150271147,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.6093
chr15;27682157;27682660,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.5991,7.7512,7.7512,7.7512
chr4;137171266;137171772,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.7786,7.7512,7.7512,7.7512,7.7512,4.7796,7.7512,7.7512,7.7512,7.7512,7.7512,6.901,7.7512,7.7512,7.7512
chr5;180951710;180991103,5.9059,7.7512,7.7512,7.7512,5.8702,7.7512,5.8512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,8.1201,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr15;65524604;65526049,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.6341,7.7512,5.6725,7.7512,5.4528,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;6402804;6403047,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.5802,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;217246364;217397145,7.7512,7.7512,7.7512,7.7512,7.7512,4.5779,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;105489088;105489739,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.5774,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chrX;150156289;150158014,7.7512,4.5746,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr4;85402893;85402949,7.7512,4.5658,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr15;76598900;76603434,7.7512,8.7288,7.7512,7.7512,7.7512,7.7512,7.7512,8.334,7.7512,7.7512,7.7512,7.7512,7.7512,6.1619,7.7512,7.7512,7.7512,8.4007,7.7512,7.7512,7.7512,7.7512,5.7841,8.6361,8.6842
chr1;89012275;89012522,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.301,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.6051,7.7512,7.7512,7.7512,7.7512,7.7512
chr18;53657477;53657823,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.5572,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;76497303;76497852,7.7512,7.1377,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.8067,7.7512,7.6361,7.7512,7.7512,9.4234,7.7512,7.7512,9.3495,7.7512,7.7512,9.6822
chr3;6609441;6611645,7.7512,7.7512,7.7512,7.7512,6.6325,7.7512,7.7512,7.3279,6.7653,7.7512,4.8479,7.7512,7.7512,6.9907,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr3;68697108;68698262,7.7512,7.7512,7.7512,6.7268,6.5536,7.7512,7.7512,6.4103,6.3223,7.7512,7.7512,7.7512,7.7512,6.4723,7.7512,7.7512,7.7512,7.7512,6.5882,7.7512,6.7263,7.7512,7.7512,7.7512,9.0325
chr8;23550227;23550358,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.0569,7.7512,7.7512,4.9364,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr12;58091984;58092238,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.5238,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;162154189;162154267,7.7512,7.7512,7.7512,7.7512,4.5164,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr10;24088745;24089125,7.7512,6.218,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,8.7849,5.8234,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.6712,7.7512,7.7512,7.7512,7.7512,9.1383
chr11;125253916;125254105,7.7512,7.7512,7.7512,7.7512,7.7512,4.5155,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chrX;100513048;100513341,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.5155,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr5;152135825;152138790,6.821,7.7512,7.7512,7.7512,7.2762,5.4427,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5505,6.9809,7.7512
chr4;10212536;10229874,7.7512,7.7512,7.7512,7.7512,9.7253,7.7512,7.7512,7.7512,7.7512,7.7512,7.0937,7.7512,6.1498,7.7512,7.7512,7.7512,7.7512,7.7512,6.1888,7.7512,8.6345,7.7512,7.7512,7.7512,7.7512
chr15;76599286;76603434,7.7512,7.7512,5.6113,7.7512,7.7512,5.928,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.8496,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr3;99226551;99230194,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.4803,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;31150820;31152499,7.7512,7.7512,7.7512,7.7512,7.7512,5.2725,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.5,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;38907252;38925828,7.7512,7.7512,7.7512,7.7512,4.4698,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr11;86178906;86187779,7.7512,7.7512,7.7512,4.4672,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr18;68733620;68818312,7.7512,4.4644,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr12;48331456;48331632,6.0186,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.8551,6.2824,7.7512,7.7512,7.7512,7.7512,6.4305,7.7512,7.7512,6.5414,5.6879,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;23744444;23745202,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.4572,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr17;39694457;39695391,11.054,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr6;126865874;126866513,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,9.4671,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.9913,7.7512
chr16;58109488;58111681,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.4326,7.7512
chr2;52527342;52554404,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4004,7.7512,5.3661,6.9199,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr18;44397785;44398660,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.4123,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;4647069;4647195,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.4117,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr1;229681109;229684449,7.7512,7.7512,7.7512,7.7512,7.7512,5.4741,7.7512,5.2095,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;16900053;16900338,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.3915,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr3;198119032;198119048,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.3793
chr9;103806415;103807009,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,4.3763,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512
chr8;40920333;40920952,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,6.0796,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,7.7512,5.4366,7.7512,7.7512,5.6811,7.7512
