,TCGA.BH.A1EV,TCGA.BH.A1F8,TCGA.BH.A1F0,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FH,TCGA.BH.A203,TCGA.BH.A1EU,TCGA.BH.A1FM,TCGA.BH.A1FR,TCGA.BH.A1EW,TCGA.BH.A208,TCGA.BH.A1FJ,TCGA.BH.A1EN,TCGA.BH.A1FN,TCGA.BH.A1FE,TCGA.BH.A1ET,TCGA.BH.A204,TCGA.BH.A1EO,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A1FB,TCGA.BH.A1FG,TCGA.BH.A209
cg24872425>PRR23A,5.662111978,6.052659424,4.605007006,6.403560286,3.78283103,4.319446767,4.816590464,4.657199754,5.830013061,4.421110544,5.613981901,5.405486786,5.959563326,4.892565919,4.768570029,3.041568775,4.197007524,3.865896846,4.896191621,4.130008377,3.621229994,4.159782401,3.808479777,3.53037736,3.652416993
cg08424446>GOLGA3,3.270055842,4.668773225,4.99827239,3.817703282,4.264976655,5.084058576,3.925245676,3.345668642,5.888300384,3.206018138,4.080330847,2.397377487,3.263267089,4.717295795,4.457590063,3.642930968,2.322661696,4.017138705,5.781488732,6.77127011,3.609441615,5.423192283,3.145790436,3.491582126,5.162225891
rs2032088>NA,0.0429984,0.05583411,1.351625177,1.423410558,1.481671961,0.045650377,1.47313114,4.961557623,1.433210492,0.05944324,0.052446185,1.60900641,1.286398469,0.071233319,0.07819797,0.089581668,0.050737995,1.403247649,1.35056619,0.051023302,1.516602823,0.057243093,1.464290533,0.054547661,1.317564324
cg02538976>PTPRN2,3.910403981,4.684551191,4.162508761,3.360359711,2.852895379,4.449418059,5.449470588,3.54666391,3.464648214,3.806690427,3.83024165,4.935823223,5.057557668,3.021946346,4.75984545,3.515397619,2.953628277,5.006380852,5.612621302,5.550866216,4.960348883,5.084946848,3.398471432,3.333638201,6.111322992
cg02896835>NA,5.342187868,6.654920006,5.75135668,5.968192501,5.627284464,4.914010242,5.557698972,5.15998685,4.300122148,7.46556964,5.133495172,4.049838133,6.708690435,4.354976623,7.502413373,5.891413838,4.568266011,4.635919114,6.628695606,6.591442044,5.96048712,5.36517959,6.977773785,5.918534983,7.620997827
cg22483095>SBNO2,5.027722989,4.84711893,5.825891881,4.216041275,5.882675063,5.556277621,5.137033581,3.48691733,4.519554747,4.994442049,5.246705823,5.117206074,3.059319952,3.522825888,5.733919822,3.875359852,3.25752882,6.407299742,5.807480618,6.743527177,6.114021221,6.243210329,3.778071468,4.59978663,6.007778181
rs1040870>NA,0.158150148,1.262239411,4.742346353,0.138524145,0.120899674,0.192336285,1.476882935,1.640251012,1.199229151,0.171394962,1.428894754,0.162551895,1.501222232,1.45002374,5.258778234,4.822027899,0.139305841,0.145461594,0.157713657,0.134531204,1.52791057,1.533941964,5.445781358,1.474971239,1.574000201
cg02696685>HCN2,5.113180412,6.039380256,5.706983778,6.40203887,3.48966369,3.623307685,6.097500248,5.475587757,6.308155001,5.779625682,5.719443096,5.824773518,5.221352512,6.095067975,3.128324635,3.273272365,4.577603096,5.77730707,5.032730261,1.336283869,3.325626548,5.338021371,5.317053789,6.151588277,4.192904989
rs1414097>NA,0.148654183,1.340534392,1.529056848,5.676739882,0.119244353,1.514995607,1.667460305,1.545750743,0.186045797,0.145700305,5.387478937,0.207382594,1.599732143,1.46732664,1.523123968,1.540626011,0.120405284,4.797344528,1.540138612,1.490437244,0.171026517,1.578573021,0.120139107,0.143823048,0.215794787
cg14078157>NA,5.20229412,3.856509249,4.329368375,6.207344906,5.516659709,5.555301576,3.316402558,4.926995554,6.527528151,3.011868035,3.77107926,3.970047549,6.366779066,3.494123338,6.015612541,4.648123533,5.390494808,3.486983332,3.393517413,4.195557851,5.317279922,5.112606688,4.013645123,4.836531564,4.70885389
cg25342872>AZI1,4.73156324,6.474020234,6.29187406,5.832287808,5.193840244,5.61451616,5.246814764,4.899527287,6.534778129,5.390138622,5.998826376,5.011517248,4.832390716,6.038078541,7.011458273,4.409391767,4.813987539,6.210232443,6.996264315,7.023516236,5.306741732,6.611892736,4.493121945,4.79807439,6.856481182
cg03226844>RPH3AL,5.824848338,5.064259309,3.541218892,4.049356143,3.603188936,5.032997786,5.811705773,4.875074457,4.69992543,4.189622342,4.977268471,4.47262247,6.015849707,3.208960429,3.322248966,3.008646767,3.646361864,3.433650709,2.618114483,4.914503551,3.125620312,5.476413687,4.175570125,3.913329347,2.349563379
cg00177787>NA,3.902112646,3.245741848,5.697477871,5.967192319,5.450441207,5.289920055,5.326219765,5.147952688,5.600028422,5.488017419,5.501214934,4.007450776,3.55868493,5.406082098,5.125511179,3.145136029,3.620436326,4.196734825,4.000697894,5.91526639,4.796424878,3.719094785,3.92125456,5.912739964,4.183627231
cg06107293>CYFIP1,5.154278368,4.166176036,5.096811708,4.951355641,5.052568078,4.967438666,3.860738437,4.708579758,5.47471677,6.120097134,3.669811821,6.085504957,4.621799003,4.295055814,4.23167467,4.416904618,6.504214963,5.822532663,3.461307842,3.320582562,3.915538622,3.886364637,6.009716155,5.642598043,2.574273282
cg10024484>RALGAPA2,4.862006846,3.799119426,4.018595319,2.806673761,4.31197819,2.868698739,5.633000481,4.725820856,3.88704229,3.244059463,5.080396155,2.297797294,3.198103151,3.985098088,5.664336351,4.154774201,4.436969586,3.580919553,6.245970168,6.980403773,4.962605108,3.072711345,3.324359493,4.427637261,4.576667825
cg04065885>NA,2.568883585,4.461962907,4.926049521,3.228584552,3.407874377,2.523130733,3.029112218,3.521865491,3.737350773,4.403441558,2.490877784,3.768345957,4.185339672,3.038219774,3.524012906,2.462623955,2.989210628,2.202139071,4.876120738,4.797244174,4.601375637,4.737284797,3.909934405,2.815968769,4.672798897
cg09247692>BAIAP2L2,5.595180473,3.847641915,5.154570409,5.475926506,4.402791436,5.557393734,4.448162497,3.888737933,6.19582308,4.194139207,3.554503037,5.298956784,2.860829695,5.081204702,4.229812075,4.718101436,5.059733561,5.508350546,1.945713433,3.112076837,3.700573101,5.340095671,4.045381969,5.447358897,3.492193826
cg14950747>ZFR2,3.942171659,5.437037772,5.054437134,3.437737503,4.681806233,5.142410482,5.428193534,4.030716689,5.694603332,2.506285997,3.447857884,5.162572198,2.293102587,4.887658725,4.205663831,5.650566028,2.707579277,5.082113203,4.310457573,5.927494417,5.120953417,2.782333421,3.025352402,4.303346274,4.942833426
cg27649037>ST18,2.784227607,3.65343643,3.133964923,2.818327295,4.975388193,2.322692282,4.551630163,2.113181118,3.231366313,3.845388048,2.423288144,3.134033738,2.151157117,2.826663614,3.849627241,2.146744436,3.042395155,4.169881165,4.170090945,5.626999984,3.021943058,4.316145084,1.927292941,2.016003241,3.960146037
cg01082422>MGAT4B,3.279448691,3.976076643,4.46065669,4.362265077,3.799673622,5.336003909,3.822071098,3.182362599,5.793925035,3.292540781,4.964970917,4.100125427,3.134893549,4.377119773,5.199731491,3.359137538,2.523862099,4.913099033,5.738050472,6.821276341,3.893599865,4.774561413,2.845138372,4.09258156,3.86900093
cg10140536>USP29,5.70524866,5.881722698,5.889328844,5.802222979,4.135348002,4.454429105,5.530044223,4.132576152,5.918598781,5.113357057,3.744611989,4.421083287,5.703226319,5.683369989,4.926838548,2.64778441,3.938861875,3.588715208,5.165829016,3.574208621,4.835849142,5.834175038,3.846262876,5.544923593,4.853781567
cg26746037>ZFR2,4.471574764,5.56363734,6.327575582,4.676306293,6.405797076,6.49491356,6.20768946,4.890523673,6.490097141,3.497910794,4.742928937,5.996127745,2.944946348,5.652376023,5.693003406,5.198989578,3.196866058,5.087926442,6.11402009,6.799066436,6.519049935,4.236381472,4.226983564,5.338812561,5.632047411
cg12889195>PAX8;LOC440839;LOC654433,2.464774092,2.294433076,5.997154213,2.310028823,2.040851368,5.779183004,4.566640427,4.072994327,2.757403003,2.597752012,4.161208676,3.505025571,6.643087519,3.248040502,1.804061087,6.35754319,2.284116069,3.578862138,2.492266487,1.993901991,2.602525864,3.475668684,4.407878619,2.26427338,2.551134076
cg10816243>GABRP,5.147865868,3.755525469,4.772022361,3.32466093,4.963152197,4.600364937,3.788097309,3.407336059,3.789659276,5.046260018,4.223775272,5.266665706,2.916591944,3.096086027,5.45107556,3.232708245,3.193783926,4.418185604,6.25523306,6.112440041,4.844199408,5.631660597,3.022846381,3.655328962,4.811324661
cg09605095>NA,4.44341365,5.407803924,4.033454476,4.254077738,4.794789799,2.618154819,3.438522565,3.246824454,3.836294677,4.251266789,2.765020277,4.726142127,5.272739018,2.523159027,4.406465158,2.60813091,3.808493548,3.350145111,4.417050259,2.134739105,2.858868528,4.741817677,2.762994574,4.751446453,4.80379558
cg25241559>SNED1,5.130744312,4.307337332,3.729101833,4.699065277,4.650742781,2.88508785,3.847391328,5.459369487,2.304237137,3.010460068,4.60724754,2.864623699,5.139577243,2.480268647,5.287916216,3.405135189,3.587777935,3.553018415,5.747711567,5.943955239,5.194048716,5.056235234,4.287096766,4.554431474,5.343567718
cg10795607>NA,2.379927031,2.154209001,2.406350914,2.257171615,4.766688302,3.419239469,4.877840886,4.625151625,1.680273059,4.410021822,2.924089351,2.238183556,4.497701878,4.276169232,3.097112025,4.479060647,3.108763123,3.963936056,4.824714935,3.83394234,4.052300954,3.075422464,3.019302465,3.036017907,3.13176197
cg17335657>NA,1.801028959,5.181865654,5.632974553,6.075244518,4.549035546,4.36886661,4.487326092,5.027280403,6.408941034,3.283863173,4.109349512,2.926834352,3.736328658,4.938902909,4.019156726,4.374235339,4.099632347,3.886635071,2.020355925,4.8161669,4.66003194,2.906727084,3.151685427,3.998069981,2.05006003
cg21555471>DNAJC17,4.029827932,3.137764097,3.850730449,4.34585702,3.048995473,3.15262456,4.896333007,3.554032473,6.530209269,4.733401133,4.214799644,4.462215287,5.979345992,3.169716079,2.994904883,5.400585282,4.831645652,4.122381812,3.130981494,2.825570665,3.335971766,3.431184123,4.86521582,4.120622188,3.618618487
cg02796278>MED16,6.93029708,6.262245566,5.622209268,4.448092337,7.036117606,5.499294742,6.439376914,3.538693269,5.033202894,6.507318049,6.668939863,4.608937142,6.374508578,3.516209987,6.970758063,3.363847296,4.24921648,5.900782053,6.789427966,7.067463141,7.283531507,7.15832249,6.615305657,3.595635498,6.541161192
cg16786949>NA,4.511059009,4.026015386,4.479854635,5.655687336,5.22364126,4.843859813,2.444553516,5.035281336,3.879842579,2.63601385,4.002200674,4.932796115,2.063584385,4.003292489,3.284606458,5.292044748,4.872289114,5.069871819,3.289033656,3.448039542,4.137099302,4.536093982,4.588110508,3.177476127,2.490894734
cg18480548>NA,5.992735045,5.710086646,6.026215358,6.065602122,4.364540552,4.090967754,5.826504851,6.10963128,6.225249825,5.260141984,4.775327598,6.412888045,5.166445509,4.224055141,3.997800666,3.473520334,5.26036958,4.263939354,4.995427284,4.123624871,4.87132249,4.672762535,6.106437157,4.852602605,4.707595377
cg22278901>CSNK1G2,4.101023751,5.62379332,4.870106295,5.720170788,4.421302085,3.780615426,5.518631579,3.841851668,6.293164512,4.308177279,5.435969554,4.769192149,3.164860963,4.567885634,5.161202414,3.262666839,4.027638074,5.785979837,5.785798853,6.022906061,3.583862088,3.955063356,4.292789459,4.536772688,6.12242294
cg14473297>KDELC2,5.014609214,5.890842637,6.217427837,6.050752921,4.178429439,3.18062727,5.430634942,3.331151627,6.054746026,5.20054267,4.745774254,5.645629905,4.771562841,4.244689036,3.952541682,3.356918366,3.978276582,3.697134032,4.766755018,4.469703052,2.934320528,3.515097199,5.620684933,4.915794721,5.504539195
cg00012529>GALNT9,4.10013489,2.896404502,3.392751443,6.042688862,4.352220573,2.598710283,4.35716784,4.531734768,3.944159535,2.724329633,6.18940407,3.534143817,1.837126107,2.87656484,3.868465421,3.07728731,2.273540372,4.200701716,5.015972169,6.405792317,3.095914315,4.490246807,3.277867366,6.04821714,2.585109597
cg04231541>TESSP1,3.500301425,7.214287248,3.782857888,5.777851774,5.331440183,4.512175202,5.153329316,3.817295077,4.669389041,3.446089714,3.412958695,5.730875619,4.398296472,4.65719399,6.937803463,2.643673268,4.667386676,3.659288588,4.183836853,3.235825718,3.648300096,5.522903015,7.17991727,4.011742974,4.0077483
cg02224314>BCL11B,6.898451537,6.030370573,2.853467846,3.73275003,3.018128364,3.132301921,6.727070816,5.800763507,4.106698124,5.02495503,2.603725871,3.180270434,3.792655382,2.822528523,3.273665823,2.386518535,3.828873595,2.199638995,3.563910883,1.643898212,2.69230589,3.517505504,5.092257215,5.461884695,2.908588075
cg25351353>NA,3.809378894,4.856587644,5.530266963,6.496634375,4.601883358,5.943204215,3.933601865,3.449314316,5.706593984,6.031821081,4.81300112,6.344008389,5.867880237,6.205184784,4.388286327,5.919218827,5.683235463,6.875598622,3.894179315,4.210698654,2.966396439,5.573162886,6.389554856,4.633928406,4.921089107
cg19324462>MACROD1,4.460372017,6.381679369,5.880677354,3.186114292,3.467543082,4.926997567,4.240062991,3.398770999,4.761937269,2.926090072,4.765515656,3.75663313,5.302133236,3.829636195,4.558085118,2.944000983,2.853228012,4.478353686,6.965645572,6.867316948,5.552257467,6.118024831,4.053914315,3.898515207,4.966504903
cg15480114>EHMT2,4.53881768,5.963724985,5.889102982,4.744186558,5.025568342,6.34470819,4.972228324,4.849974932,6.213639877,4.310878794,5.632453987,5.428874503,4.706615354,5.512937005,6.737269038,4.256374313,4.489657319,6.19284562,6.521413961,7.282839233,6.484398543,6.380035888,4.470397748,4.449672839,6.274296495
cg27607136>SYT8,3.719196873,3.061920637,5.074554128,3.976106639,3.931841036,5.852180156,3.606977401,4.158072996,6.051747678,4.115126152,4.229279391,3.272027405,2.946529953,4.193063221,5.664416884,3.239419316,2.960717959,5.038401332,5.809149328,7.604625168,3.221557351,4.41809295,3.149929311,3.706951685,3.965148478
cg06357843>PANX2,6.535175672,3.157322183,5.333744602,6.336651515,6.419333335,4.557321139,5.27901584,4.322505374,6.89427001,5.825851585,5.263297997,6.453242428,5.421348289,5.480037042,6.569717011,3.221453676,3.720396469,4.832774185,5.62489571,2.738276171,5.43438567,6.49787942,5.214928776,6.00475192,5.077321673
cg07551314>PAQR7,3.494159054,5.262483863,5.64525385,3.276436658,3.708466108,4.43841503,3.057398162,2.769959372,5.280248846,2.952037583,3.984133234,3.677036001,2.342012612,4.50995376,4.458062601,3.04701443,2.407098407,4.074140454,5.328737925,5.962055036,4.913658078,4.268167383,2.542379115,2.985408294,4.268928997
cg24667575>NEURL1B,7.803129494,7.321711944,6.664348344,7.328047355,5.237150819,5.186802529,6.458013079,6.492731723,6.47117416,7.507546154,6.179947219,6.188988187,7.088374233,3.966432296,7.138917177,3.818113197,5.780882712,5.138237954,7.158001115,4.519583488,5.993736271,7.366929238,7.357965927,6.818922109,7.371522946
cg22867714>VWF,4.708966571,2.021541954,4.368162387,4.456946174,4.779558308,4.505013025,4.767578852,4.814093009,4.290303807,2.622537635,5.082750918,2.888948909,3.468710728,2.82368022,4.895004295,3.262639778,2.352781163,2.168164806,4.228595707,2.725656109,3.261286795,2.834438114,4.294480532,4.403269122,3.135034183
cg05191217>NA,7.486127761,7.154423639,7.310120008,7.887498559,6.011193436,4.788686807,8.038942612,7.261252415,6.373711939,5.632095997,6.364851541,7.919956272,6.127279259,5.387764049,6.399449546,5.774291179,4.511365167,7.679170417,6.12361782,5.406936962,6.503035181,7.20772673,7.492593592,5.540196635,5.797905844
cg20447730>NA,5.996188209,5.074773691,5.565597602,3.63198947,4.942946347,4.65509232,3.989593637,3.26759407,5.470544595,3.289930577,3.293506138,2.929710576,3.092865039,5.590223396,4.981884149,4.411774631,3.274746075,3.877280148,4.284506348,4.237115981,3.409161952,4.182578468,3.735687347,4.136128023,3.369666468
cg15495091>ATP11A,5.672607343,3.863187854,5.543640304,6.180939323,5.418718189,5.836484641,4.098667749,4.578468826,5.998554085,5.389742511,4.53389239,5.912477345,5.651693535,3.767117387,4.257648613,4.206813395,5.079428664,5.616194271,2.128926343,2.962360422,3.217509161,6.108036791,5.396342598,4.471481254,3.048702479
cg25780982>ST5,4.816272323,4.991576116,6.183206485,5.578293781,6.390181087,6.784337532,3.752428235,3.48468541,6.952912154,4.626475761,5.701355443,5.879639112,3.036538406,6.307086317,6.257222399,4.700594837,3.185000444,4.97560312,5.831668846,6.804904901,5.363659514,4.866991186,3.870577812,6.120059395,3.830844834
cg20137991>NA,3.739737079,4.366808473,5.810999115,4.006454795,3.722818656,4.791843955,3.046764629,3.558661722,5.284928497,4.500332651,3.083070943,2.31735462,1.805477164,4.036370762,5.659770634,2.495059894,2.795540637,4.28361201,6.29597863,6.782139698,4.43279463,2.931969133,2.058188394,3.001347071,3.913465996
cg18147606>NA,3.427392398,2.274994932,1.68666076,1.863772929,2.584556326,1.210541225,2.220548797,3.122971866,0.842254376,2.064109704,2.984242351,1.969519609,3.667437168,1.321216327,3.307903035,1.215416866,1.781521714,2.149398223,4.543281368,5.163618941,3.471486942,2.510040865,2.996873012,1.197094484,3.350227661
cg14796474>POM121L9P,6.296269139,6.950639611,6.356125791,6.981853313,3.964179131,5.501973882,6.322554018,5.218521003,5.592145902,5.372478007,6.426794823,6.954429022,5.610151958,4.787777925,3.636989659,4.224318449,5.023105749,4.23223758,4.370530367,5.127861495,5.480686247,5.782559202,5.041240492,4.554366883,7.8305622
cg21167532>KIAA1522,6.480560688,6.177906756,4.183532994,4.296622083,6.689051085,3.636690224,7.372014967,4.366633704,3.495026457,5.606050037,5.981235995,7.328527879,6.340134398,3.250570989,6.350462993,4.385329699,4.567434256,5.657409802,6.430695596,7.034733343,5.960265565,6.03204294,6.051654098,3.736864328,6.41542738
cg22603628>DLGAP2,2.804848561,4.390623754,4.831654279,3.427229082,3.901477946,5.83762069,3.869075445,3.005446505,5.072596673,3.691410537,4.707312608,4.06055693,2.866894519,5.417945783,5.370438361,4.822322264,3.351538591,4.289119405,5.481806972,6.314508726,5.231113733,4.469037927,3.422330831,3.797866972,5.317730537
cg23804921>NA,3.803060698,3.486471197,3.430005367,3.103265144,3.347000362,2.79513546,0.885645135,0.938306431,0.578899881,3.80998562,0.153785865,3.430269784,4.314724978,0.734839399,0.814230345,3.666538665,3.112171448,3.294151927,3.752724895,3.23743537,1.128086004,0.775454087,0.742210676,3.333399593,1.585400959
cg24137511>MAST3,4.089790472,5.162779332,6.615624688,6.222335509,3.377066458,6.464256753,4.902279368,4.094573499,7.043836654,4.151703281,4.529110223,3.999283645,6.178397077,6.081405082,4.75476624,4.678053581,3.939087231,5.282467847,2.466839522,4.714863386,5.633539088,5.000632339,4.166278964,3.647733656,5.792487972
cg26554054>NA,4.134795497,2.22616158,4.341637458,2.161189658,3.141200495,3.761610108,1.932061882,3.839236297,3.094112343,3.833991581,4.02547349,2.370116645,2.669777761,2.261756206,4.312540742,1.877363035,2.188386936,4.000415804,3.929912258,4.197406837,4.395825353,2.219151734,4.486326873,3.598255565,2.702911879
cg16596052>RGS10,4.086153829,3.442552609,4.334974591,5.710706147,3.788857535,5.239905309,3.367311613,3.206876437,4.765978663,4.649924095,5.185694384,3.287667963,1.808942591,5.564443178,2.987027799,4.798345714,2.740553537,4.31668157,2.524360184,3.16803028,3.557806118,4.081991242,3.018105132,5.295076984,2.85244022
cg19687152>TECPR2,2.417938283,4.327748255,3.689649139,4.337186221,4.844218423,2.688386617,3.705887485,3.208925364,1.782610855,5.17869611,4.847407835,3.517874451,3.609827664,1.885132078,4.669301231,2.284736939,2.055770246,3.821714954,4.700633107,5.441690863,4.765429044,4.241230392,3.307391236,3.432085799,4.509028608
