gene_id,Groups,Category,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54
cpg287,Group,D2,0.795712126,0.793852305,0.856839365,0.876265128,0.845279194,0.840790985,0.815945304,0.742452101,0.769147704,0.757765097,0.756844891,0.757729363,0.706968266,0.736770821,0.762329855,0.620478402,0.801000944,0.769221245,0.758086392,0.777316915,0.798622435,0.824176792,0.797216926,0.746880327,0.792697654,0.794265076,0.547956332,0.731171316,0.788289629,0.91150184,0.732120292,0.823528388,0.800331454,0.860750117,0.828912015,0.871489827,0.835536188,0.70461305,0.605892578,0.621887197,0.821867315,0.47072341,0.883393006,0.487752997,0.877586439,0.481292979,0.414626496,0.626028666,0.711275788,0.774634668,0.783018694,0.436741906,0.306892318,0.125949935
cpg288,Group,D2,0.729030621,0.745967275,0.825435754,0.734638861,0.746068189,0.74596582,0.733586294,0.784791023,0.727579913,0.778118272,0.762586168,0.78704955,0.817516598,0.828660025,0.729252157,0.814251613,0.762912355,0.775715109,0.82392435,0.795592812,0.727997183,0.807640143,0.782556365,0.801497351,0.720105963,0.705156195,0.754645629,0.730638141,0.786251867,0.850895685,0.512559365,0.815625809,0.687180157,0.843627456,0.778126951,0.804768139,0.816264971,0.781000373,0.584778196,0.440566222,0.749939729,0.812365243,0.695139487,0.344722184,0.367812961,0.849460703,0.57798453,0.648287703,0.816356998,0.808125127,0.798469164,0.725907489,0.74693687,0.126297753
cpg289,Group,D2,0.634573885,0.518262845,0.534041574,0.660017932,0.543705518,0.514674701,0.497821113,0.378781764,0.54404688,0.452357286,0.449173311,0.444882498,0.438858728,0.413075713,0.385339965,0.348389219,0.436288683,0.404423159,0.437591099,0.501108058,0.39825311,0.481637413,0.432179876,0.490466385,0.533581388,0.437596847,0.244198424,0.748576255,0.580086379,0.734034433,0.561792636,0.739438457,0.667980269,0.674050837,0.627620041,0.61845045,0.725461123,0.479404873,0.533774853,0.526569097,0.543756791,0.494980119,0.534387209,0.647113989,0.546302236,0.797909538,0.747826455,0.420036934,0.67668757,0.659727131,0.504279232,0.537556716,0.670120757,0.136988184
cpg290,Group,D2,0.92399394,0.864063555,0.928631389,0.901089132,0.932833064,0.893464345,0.832451427,0.892872717,0.902329812,0.869983313,0.891334059,0.892026226,0.890176316,0.901292187,0.883131664,0.746550451,0.892023148,0.856984559,0.881757457,0.929958137,0.864716132,0.906265933,0.77407763,0.863121265,0.919722558,0.913925076,0.602318349,0.828000475,0.859395882,0.938659988,0.847775165,0.938033599,0.892923239,0.873080168,0.877323759,0.814059601,0.913743499,0.925608012,0.93525636,0.740876629,0.820863136,0.848982071,0.895572138,0.701219888,0.903648761,0.909195728,0.86842811,0.893683525,0.897448094,0.931684053,0.892682657,0.887333557,0.83298999,0.105867867
cpg291,Group,D2,0.953622098,0.954543183,0.956401384,0.936925033,0.961181911,0.948763715,0.940458676,0.932160114,0.953014962,0.938148875,0.94900741,0.94973196,0.954923954,0.95296696,0.95015593,0.944473371,0.925828788,0.948146147,0.938670533,0.94381283,0.942201125,0.949234273,0.927000069,0.941487828,0.941211979,0.934756387,0.942988687,0.924551428,0.926907617,0.95147812,0.912001011,0.962657243,0.910966813,0.954549534,0.955608909,0.905563676,0.960551557,0.940452092,0.937356542,0.931078018,0.94705172,0.934997521,0.925109959,0.928201493,0.94992091,0.950555005,0.937156074,0.936532249,0.944427235,0.93888196,0.935952499,0.951289748,0.914009282,0.930425215
cpg292,Group,D2,0.421458644,0.406517665,0.224301917,0.43503621,0.363389844,0.357709429,0.420697475,0.290496958,0.309070847,0.400764049,0.358703178,0.445283569,0.423938587,0.28323113,0.342974657,0.346470721,0.375139026,0.27452704,0.386692888,0.347092806,0.413982072,0.426216576,0.211558874,0.420538083,0.47395732,0.430200306,0.224592488,0.597960373,0.466029125,0.385009962,0.723054795,0.713580728,0.675848376,0.663615238,0.580554673,0.43713449,0.357375463,0.562144242,0.326912476,0.849689659,0.55691821,0.082413082,0.793728178,0.800727777,0.650381156,0.424251116,0.868147747,0.692242001,0.631933614,0.704124506,0.798873521,0.426959554,0.590929691,0.919453314
cpg293,Group,D2,0.940591903,0.950794833,0.944877282,0.961022169,0.956834108,0.956171058,0.95505877,0.948093696,0.956352239,0.949482739,0.948308202,0.951878968,0.946925804,0.953399467,0.937801264,0.926139667,0.931385583,0.947993426,0.948092153,0.935812523,0.954605275,0.932579487,0.93734779,0.954237272,0.945597405,0.956747716,0.905922623,0.937099051,0.9464453,0.95171178,0.949058839,0.956883176,0.932131198,0.939496313,0.962044762,0.955800552,0.930395445,0.940189834,0.93426347,0.933033287,0.942661974,0.903896779,0.947390189,0.95672842,0.941489333,0.935250466,0.936260306,0.937430156,0.919049838,0.947176657,0.938054842,0.955500177,0.935508274,0.428217626
cpg294,Group,D2,0.801805565,0.693468651,0.795981151,0.596098476,0.812005594,0.642264575,0.783991744,0.777501798,0.801077425,0.791912352,0.729760343,0.827285012,0.792261007,0.749362536,0.774622091,0.806763497,0.799245203,0.806078068,0.686357526,0.80520723,0.822534989,0.699757609,0.51780558,0.69957554,0.768446894,0.830152071,0.402990328,0.520805038,0.670970804,0.683762522,0.551413573,0.698846008,0.531838048,0.861640781,0.836148935,0.48714815,0.768491892,0.53746666,0.612675454,0.632539744,0.83841512,0.893363687,0.745038663,0.568088095,0.689135849,0.884890097,0.457082343,0.75959688,0.86454306,0.829369844,0.80845273,0.46227268,0.542584682,0.10393799
cpg295,Group,D2,0.922447167,0.925199422,0.928087486,0.822083788,0.944012475,0.936210169,0.913858428,0.921096054,0.924901618,0.931291482,0.94862414,0.932312343,0.93357675,0.942353998,0.945602405,0.935532134,0.938129901,0.917080994,0.916165268,0.936015098,0.898516579,0.91656352,0.896049976,0.923002049,0.932964662,0.910129442,0.853517652,0.799072646,0.931297738,0.879966627,0.852905869,0.925864592,0.829006777,0.933501197,0.906737364,0.837002592,0.863992179,0.93365768,0.92378754,0.950327462,0.931322586,0.950094094,0.940219993,0.891411987,0.887624058,0.942281466,0.898071814,0.860284453,0.891209505,0.941871603,0.833525247,0.901602746,0.868577731,0.137982803
cpg296,Group,D2,0.506584477,0.390843544,0.614597326,0.751003995,0.575590786,0.674123716,0.622747052,0.445822167,0.497965581,0.572416855,0.585109368,0.509654486,0.555819329,0.560449541,0.505009996,0.506870424,0.522953069,0.585695715,0.550074098,0.47448214,0.583737874,0.597350407,0.805236322,0.67060655,0.470064549,0.495885037,0.724291058,0.634074593,0.437387402,0.485739535,0.812042682,0.610395576,0.403927554,0.22829828,0.272973458,0.671244898,0.410947842,0.310240567,0.192760334,0.182727933,0.262506609,0.152752161,0.094455582,0.594752961,0.449648073,0.21722534,0.225662274,0.485427119,0.263402345,0.214775387,0.502535417,0.646599337,0.418544396,0.806186786
cpg297,Group,D2,0.852475437,0.871369902,0.908248646,0.888438487,0.864865399,0.870768856,0.80873913,0.845010571,0.874040243,0.841719525,0.877471632,0.869084183,0.892858703,0.852952099,0.851844337,0.849142087,0.900295495,0.832282065,0.75026531,0.827415483,0.835095203,0.843641056,0.603870207,0.831354207,0.814694204,0.985903123,0.744991884,0.884200977,0.674169055,0.93021246,0.815708115,0.865014738,0.604184529,0.868739134,0.838702918,0.901160779,0.804016317,0.851976844,0.740741425,0.35305881,0.840240502,0.866025764,0.64335612,0.313150556,0.861518551,0.892059924,0.872119016,0.142592102,0.912890264,0.702400841,0.550027229,0.630442753,0.572455262,0.031383094
cpg298,Group,D2,0.772091473,0.739661417,0.746758625,0.845641122,0.748350701,0.795580901,0.754902065,0.67963457,0.75910524,0.732505923,0.737654443,0.733785919,0.740319747,0.74404573,0.738494998,0.767780335,0.723609812,0.729851115,0.775180328,0.74418501,0.758118483,0.796921538,0.761883748,0.779737082,0.769160958,0.75922001,0.760662321,0.844311341,0.696493116,0.825078365,0.914988992,0.877571578,0.858873778,0.815015136,0.839886051,0.83299476,0.857613342,0.762333744,0.773048806,0.895464813,0.818702255,0.34407054,0.665786489,0.809268474,0.678568046,0.77270048,0.927941588,0.877902077,0.821088546,0.750127469,0.747961415,0.828774061,0.855005492,0.92881186
cpg299,Group,D2,0.292038053,0.115362395,0.138202591,0.191254924,0.118226808,0.126895176,0.302460447,0.065845864,0.140278654,0.126287158,0.22752314,0.068733676,0.128347628,0.136974079,0.119088013,0.083836588,0.128212375,0.19043781,0.098154587,0.055437199,0.221811038,0.149667804,0.129694775,0.126885788,0.298477119,0.330744684,0.048637227,0.486834519,0.396779324,0.320322763,0.170838544,0.608188298,0.622364721,0.35384057,0.498251155,0.32951433,0.430515545,0.549903661,0.070630589,0.801711688,0.616041249,0.055250361,0.655202052,0.241190731,0.654251876,0.073210906,0.780604661,0.752969248,0.369412012,0.453515889,0.484648754,0.579095047,0.038448364,0.030925728
cpg300,Group,D2,0.679920379,0.583611384,0.745015376,0.766173737,0.663684875,0.650198098,0.67261507,0.628655837,0.665916373,0.690612801,0.668803553,0.676979847,0.755638955,0.692879938,0.587475711,0.659047885,0.690662007,0.724613603,0.688244751,0.612265407,0.710577229,0.676066824,0.697039452,0.688641881,0.538432001,0.613523972,0.700564169,0.633071682,0.516049879,0.526756165,0.628217292,0.357790435,0.275571233,0.278131308,0.24779875,0.644574347,0.290765117,0.563345133,0.225300114,0.15488533,0.393660268,0.155263841,0.13336817,0.351995235,0.264130068,0.096990111,0.116517113,0.212860364,0.343903312,0.24538976,0.417091109,0.508097262,0.411131614,0.047167
cpg301,Group,D2,0.878676845,0.944865411,0.954803434,0.971877689,0.970577981,0.964563835,0.937229689,0.958978468,0.928458117,0.950291725,0.965983478,0.960040723,0.959389316,0.954486558,0.91441094,0.963109369,0.948685836,0.944518609,0.949199576,0.958356895,0.941957795,0.977190524,0.933780132,0.969819096,0.922925105,0.893758553,0.958891726,0.970731982,0.938860113,0.965325498,0.978064018,0.955587346,0.975455257,0.951802055,0.962968815,0.97908313,0.975535253,0.860593304,0.971734746,0.976463349,0.929015137,0.893564167,0.968770131,0.958578486,0.973407039,0.957596835,0.970334592,0.755891399,0.960892342,0.820051891,0.970610415,0.979467,0.75391704,0.98107187
cpg302,Group,D2,0.666642726,0.520065942,0.659960869,0.727072132,0.581994835,0.74893157,0.692911255,0.41366277,0.528909606,0.47690088,0.552913655,0.685627954,0.691891831,0.57679224,0.618051256,0.569165201,0.618159828,0.595975093,0.5108811,0.642297519,0.678920882,0.566473619,0.695498039,0.617968219,0.640261109,0.644304803,0.579419864,0.586222737,0.370267261,0.481495641,0.890240347,0.59380171,0.56799001,0.369179207,0.340343573,0.593799549,0.350056658,0.295311232,0.247431252,0.545135623,0.376665497,0.158570759,0.133175454,0.902181497,0.261526727,0.103514788,0.868934647,0.663666641,0.336641509,0.263003052,0.405454259,0.857849034,0.334554082,0.099919325
cpg303,Group,D2,0.728658812,0.762705782,0.729787666,0.712427317,0.70180464,0.734638806,0.71829583,0.681303258,0.783661956,0.704883349,0.662402614,0.70820713,0.686386223,0.668696855,0.710830304,0.733044984,0.765496242,0.598514177,0.724293472,0.708220119,0.734655724,0.691788872,0.568744576,0.649522026,0.714055076,0.720380817,0.479954847,0.747536971,0.735824603,0.717449575,0.752065842,0.746877366,0.755002414,0.780036986,0.765144443,0.777337793,0.783327035,0.776829627,0.740800495,0.749282326,0.791980555,0.823036987,0.814006803,0.818064501,0.754322123,0.801779121,0.763055257,0.765567951,0.781620579,0.770503249,0.706097045,0.721433571,0.73160585,0.76079247
cpg304,Group,D2,0.943747431,0.931167431,0.917210442,0.938380434,0.921826713,0.928351182,0.943706225,0.921060761,0.916902315,0.904458509,0.941427198,0.930711454,0.97240951,0.902130646,0.929185305,0.953040788,0.965345498,0.955975103,0.923475182,0.949306463,0.898401073,0.922095464,0.935119674,0.928418144,0.94920082,0.928122696,0.853644206,0.916904072,0.928950274,0.948433368,0.789827021,0.953881608,0.776169865,0.94092448,0.943761964,0.920016866,0.89957709,0.92815365,0.83983367,0.950435646,0.960399751,0.95405403,0.976264903,0.786881738,0.953365708,0.960582306,0.893436544,0.795746067,0.89961765,0.959574769,0.839280015,0.93683168,0.803390329,0.394106231
cpg305,Group,D2,0.848619843,0.879192334,0.798860639,0.75834947,0.892210828,0.868889138,0.761775923,0.80883244,0.783351578,0.818996176,0.841575732,0.906647339,0.843974076,0.819551997,0.9091199,0.887994745,0.808851931,0.811276212,0.809558186,0.886128893,0.933592029,0.886660146,0.920029366,0.907521009,0.693076643,0.763611097,0.814406213,0.673314633,0.850293385,0.607127446,0.406602557,0.925864411,0.738946603,0.854655574,0.553772624,0.883370574,0.649784021,0.540339117,0.543123447,0.666048599,0.468857589,0.901142494,0.536074173,0.271673705,0.438614708,0.944407799,0.275546052,0.359680842,0.55662915,0.71000142,0.598116196,0.687303867,0.560509953,0.156520308
cpg306,Group,D2,0.800934276,0.688582602,0.840360595,0.787346862,0.85474807,0.815899786,0.806955314,0.559494391,0.720961481,0.751902106,0.718430714,0.731825849,0.759959114,0.815443454,0.792078743,0.650965951,0.709602104,0.769300503,0.669383157,0.867573728,0.580910012,0.809944227,0.695661036,0.750273302,0.713508084,0.828974368,0.510611609,0.685367673,0.618109974,0.825435712,0.817703152,0.86876221,0.776597612,0.762203061,0.837791087,0.775125589,0.867185702,0.525976872,0.84617993,0.251527795,0.778651191,0.866480146,0.169661283,0.576813835,0.815299674,0.487213107,0.835144864,0.591156822,0.799114731,0.659320926,0.735333093,0.890866841,0.634814471,0.861558075
cpg307,Group,D2,0.569060003,0.575173129,0.59157852,0.469332237,0.57729494,0.51554128,0.536587964,0.474901481,0.538094785,0.472313018,0.522872234,0.556549691,0.518292911,0.527972054,0.53680372,0.496462823,0.577451084,0.479759593,0.389489543,0.596136649,0.5442157,0.49903342,0.352746805,0.458369512,0.546080961,0.520661901,0.382676678,0.475744996,0.583251845,0.5823769,0.311839901,0.583691479,0.488302712,0.588898881,0.621751538,0.532432393,0.645012969,0.580864735,0.548895318,0.273154736,0.619504617,0.573407892,0.743436035,0.327329332,0.62297364,0.437261692,0.667589217,0.662428087,0.551157834,0.653227193,0.557196854,0.351555007,0.363285258,0.660203496
cpg308,Group,D2,0.615083566,0.634803636,0.671407792,0.471898604,0.634920129,0.612889057,0.576182449,0.599451027,0.563094209,0.65403879,0.672219265,0.679642229,0.636663034,0.576063938,0.64368866,0.630350467,0.689897501,0.68157777,0.621591172,0.620872993,0.554041673,0.619585062,0.564558456,0.61474273,0.666258625,0.582555641,0.645055567,0.390491553,0.597885059,0.671980164,0.340335953,0.726563382,0.217221076,0.664031862,0.647158524,0.356447734,0.638555671,0.680732351,0.631673316,0.731719868,0.681467465,0.85847488,0.843442649,0.249836513,0.685861626,0.817939486,0.878339378,0.219530967,0.716180818,0.811279255,0.5349717,0.325026432,0.344079684,0.163696394
cpg309,Group,D2,0.869606972,0.87711925,0.84622143,0.827075609,0.922014308,0.872883555,0.850687787,0.80708259,0.86514567,0.84974165,0.812010653,0.88159669,0.885158146,0.86582569,0.874592108,0.883122866,0.869315384,0.857054683,0.847539998,0.88142078,0.830641941,0.868235624,0.773865477,0.852369752,0.868142448,0.879050078,0.806118223,0.802876152,0.876968736,0.903060188,0.855834802,0.89272646,0.858068266,0.815739313,0.903739776,0.808630989,0.887824806,0.859630742,0.877390899,0.912649201,0.891789264,0.885120492,0.881808093,0.88662442,0.867810257,0.899408647,0.915183535,0.911115179,0.89047984,0.889986757,0.873046767,0.831437252,0.854267943,0.65558399
cpg310,Group,D2,0.941166932,0.961272682,0.979104115,0.979779309,0.972773344,0.974545722,0.964600178,0.930781271,0.97248831,0.967026366,0.945583822,0.951655989,0.893785895,0.932144183,0.970199413,0.95735604,0.952211448,0.917025353,0.946008098,0.974948764,0.938814104,0.954911887,0.943552591,0.954676505,0.983621551,0.942910507,0.921526048,0.940368286,0.923233531,0.975676332,0.561762381,0.95175402,0.974410078,0.961068681,0.917703763,0.974058476,0.963342034,0.883119512,0.834819427,0.881846084,0.909314746,0.94336545,0.939036215,0.96702115,0.93677093,0.445914402,0.781776417,0.97009771,0.945026413,0.941123664,0.977312474,0.968007338,0.850555483,0.989666241
cpg311,Group,D2,0.828284192,0.785463155,0.84190055,0.885418198,0.911748175,0.866970475,0.774145614,0.776044547,0.836023192,0.817351316,0.783072962,0.810728467,0.827590823,0.785752521,0.761487326,0.840813043,0.831272145,0.778692318,0.837175806,0.820241774,0.805991472,0.828915748,0.78779074,0.851730483,0.824869383,0.791956017,0.864940917,0.809489353,0.806636369,0.829140421,0.766311117,0.918563514,0.8756428,0.897036684,0.911043174,0.857141061,0.896469177,0.783024595,0.881445167,0.863868496,0.879333547,0.828401776,0.752801886,0.795613278,0.857477223,0.944755133,0.8844253,0.916055239,0.91292463,0.847676763,0.921028201,0.886556982,0.794261391,0.955559529
cpg312,Group,D2,0.553432221,0.483963672,0.564417611,0.751041621,0.60084663,0.602176729,0.488174909,0.520351077,0.559415514,0.512411737,0.505686842,0.447493714,0.49432166,0.448567239,0.561836856,0.385038466,0.516378823,0.519651746,0.584584048,0.47969907,0.429662228,0.613527567,0.52920512,0.584735765,0.600288845,0.521055154,0.447875472,0.637680729,0.552373539,0.649423523,0.759964666,0.8069283,0.80392738,0.514712294,0.686569203,0.757973741,0.6466155,0.629437544,0.644901905,0.744466125,0.424431561,0.692787328,0.607473155,0.651698135,0.508162439,0.72930561,0.726641513,0.752696597,0.728701035,0.735453716,0.684413524,0.686151678,0.676750584,0.815295625
cpg313,Group,D2,0.525260334,0.573938292,0.391077557,0.31842506,0.463023796,0.439846592,0.453841049,0.422319335,0.505888714,0.489012691,0.448422859,0.511099767,0.428052851,0.468396414,0.515949565,0.448267628,0.465352706,0.491657497,0.511339289,0.466589231,0.433324843,0.448936578,0.307278839,0.442593497,0.47884416,0.456496948,0.41679845,0.316357176,0.487537182,0.481047008,0.128795934,0.59231616,0.228864696,0.665807136,0.542851329,0.276876819,0.562628312,0.48977698,0.557366691,0.592113365,0.570093107,0.785713767,0.740841851,0.579450979,0.646216907,0.796569701,0.796717061,0.151376965,0.644223552,0.624866781,0.573524812,0.14190686,0.269306197,0.448806384
cpg314,Group,D2,0.030074422,0.054862514,0.031813816,0.048127812,0.037784762,0.091122087,0.024093736,0.023260094,0.045561159,0.04095811,0.03572012,0.033569826,0.058878721,0.03618802,0.03271778,0.032299858,0.044830535,0.034974712,0.043270606,0.043512935,0.033093848,0.051629358,0.038005744,0.041341777,0.053003254,0.050390952,0.036805305,0.236928774,0.038478318,0.035963483,0.026909213,0.440469376,0.071148954,0.037161586,0.037572581,0.042997259,0.036178261,0.040810394,0.049432826,0.047714645,0.032958614,0.031016457,0.055802175,0.06300376,0.044696802,0.046322823,0.079208356,0.040972437,0.045057869,0.040504532,0.032323311,0.05228792,0.054307334,0.099869725
